cell_name,donor_short_id,donor_long_id,study_accession,sample_accession,ENA_Accession
21241_6#79,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494835,ERR1737629
21241_6#8,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494283,ERR1737558
21241_6#81,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494837,ERR1737631
21241_6#82,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494838,ERR1737632
21241_6#84,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494840,ERR1737634
21241_6#85,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494841,ERR1737635
21241_6#86,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494842,ERR1737636
21241_6#87,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494843,ERR1737637
21241_6#88,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494844,ERR1737638
21241_6#89,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494845,ERR1737639
21241_6#9,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494284,ERR1737559
21241_6#90,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494846,ERR1737640
21241_6#91,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494847,ERR1737641
21241_6#92,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494848,ERR1737642
21241_6#94,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494850,ERR1737644
21241_6#95,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494851,ERR1737645
21241_6#97,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494853,ERR1737647
21241_6#98,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494854,ERR1737648
21241_6#99,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494855,ERR1737649
21241_7#102,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495242,ERR1738036
21241_7#104,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495244,ERR1738038
21241_7#109,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495249,ERR1738043
21241_7#113,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495253,ERR1738047
21241_7#116,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495256,ERR1738050
21241_7#117,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495257,ERR1738051
21241_7#118,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495258,ERR1738052
21241_7#119,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495259,ERR1738053
21241_7#122,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495262,ERR1738056
21241_7#123,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495263,ERR1738057
21241_7#127,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495267,ERR1738061
21241_7#128,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495268,ERR1738062
21241_7#130,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495270,ERR1738064
21241_7#132,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495272,ERR1738066
21241_7#133,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495273,ERR1738067
21241_7#134,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495274,ERR1738068
21241_7#135,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495275,ERR1738069
21241_7#136,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495276,ERR1738070
21241_7#137,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495277,ERR1738071
21241_7#138,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495278,ERR1738072
21241_7#139,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495279,ERR1738073
21241_7#140,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495280,ERR1738074
21241_7#141,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495281,ERR1738075
21241_7#143,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495283,ERR1738077
21241_7#147,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495287,ERR1738081
21241_7#149,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495289,ERR1738083
21241_7#150,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495290,ERR1738084
21241_7#151,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495291,ERR1738085
21241_7#152,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495292,ERR1738086
21241_7#153,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495293,ERR1738087
21241_7#154,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495294,ERR1738088
21241_7#155,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495295,ERR1738089
21241_7#156,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495296,ERR1738090
21241_7#157,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495297,ERR1738091
21241_7#158,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495298,ERR1738092
21241_7#159,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495299,ERR1738093
21241_7#160,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495300,ERR1738094
21241_7#161,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495301,ERR1738095
21241_7#162,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495302,ERR1738096
21241_7#163,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495303,ERR1738097
21241_7#164,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495304,ERR1738098
21241_7#165,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495305,ERR1738099
21241_7#166,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495306,ERR1738100
21241_7#167,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495307,ERR1738101
21241_7#171,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495311,ERR1738105
21241_7#172,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495312,ERR1738106
21241_7#174,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495314,ERR1738108
21241_7#175,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495315,ERR1738109
21241_7#176,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495316,ERR1738110
21241_7#177,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495317,ERR1738111
21241_7#178,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495318,ERR1738112
21241_7#179,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495319,ERR1738113
21241_7#180,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495320,ERR1738114
21241_7#184,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495324,ERR1738118
21241_7#186,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495326,ERR1738120
21241_7#187,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495327,ERR1738121
21241_7#188,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495328,ERR1738122
21241_7#189,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495329,ERR1738123
21241_7#19,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495159,ERR1737953
21241_7#190,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495330,ERR1738124
21241_7#191,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495331,ERR1738125
21241_7#192,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495332,ERR1738126
21241_7#194,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495334,ERR1738128
21241_7#195,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495335,ERR1738129
21241_7#196,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495336,ERR1738130
21241_7#199,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495339,ERR1738133
21241_7#2,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495142,ERR1737936
21241_7#200,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495340,ERR1738134
21241_7#202,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495342,ERR1738136
21241_7#203,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495343,ERR1738137
21241_7#204,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495344,ERR1738138
21241_7#205,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495345,ERR1738139
21241_7#206,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495346,ERR1738140
21241_7#207,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495347,ERR1738141
21241_7#208,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495348,ERR1738142
21241_7#209,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495349,ERR1738143
21241_7#210,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495350,ERR1738144
21241_7#211,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495351,ERR1738145
21241_7#212,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495352,ERR1738146
21241_7#213,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495353,ERR1738147
21241_7#214,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495354,ERR1738148
21241_7#216,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495356,ERR1738150
21241_7#219,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495359,ERR1738153
21241_7#222,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495362,ERR1738156
21241_7#223,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495363,ERR1738157
21241_7#224,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495364,ERR1738158
21241_7#226,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495366,ERR1738160
21241_7#229,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495369,ERR1738163
21241_7#23,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495163,ERR1737957
21241_7#230,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495370,ERR1738164
21241_7#231,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495371,ERR1738165
21241_7#232,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495372,ERR1738166
21241_7#233,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495373,ERR1738167
21241_7#235,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495375,ERR1738169
21241_7#236,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495376,ERR1738170
21241_7#237,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495377,ERR1738171
21241_7#238,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495378,ERR1738172
21241_7#239,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495379,ERR1738173
21241_7#240,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495380,ERR1738174
21241_7#243,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495383,ERR1738177
21241_7#246,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495386,ERR1738180
21241_7#247,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495387,ERR1738181
21241_7#252,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495392,ERR1738186
21241_7#253,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495393,ERR1738187
21241_7#255,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495395,ERR1738189
21241_7#256,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495396,ERR1738190
21241_7#257,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495397,ERR1738191
21241_7#258,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495398,ERR1738192
21241_7#259,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495399,ERR1738193
21241_7#26,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495166,ERR1737960
21241_7#260,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495400,ERR1738194
21241_7#262,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495402,ERR1738196
21241_7#263,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495403,ERR1738197
21241_7#264,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495404,ERR1738198
21241_7#266,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495406,ERR1738200
21241_7#269,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495409,ERR1738203
21241_7#27,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495167,ERR1737961
21241_7#270,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495410,ERR1738204
21241_7#274,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495414,ERR1738208
21241_7#275,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495415,ERR1738209
21241_7#277,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495417,ERR1738211
21241_7#279,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495419,ERR1738213
21241_7#28,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495168,ERR1737962
21241_7#280,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495420,ERR1738214
21241_7#281,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495421,ERR1738215
21241_7#282,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495422,ERR1738216
21241_7#283,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495423,ERR1738217
21241_7#284,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495424,ERR1738218
21241_7#285,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495425,ERR1738219
21241_7#287,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495427,ERR1738221
21241_7#288,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495428,ERR1738222
21241_7#291,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495431,ERR1738225
21241_7#294,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495434,ERR1738228
21241_7#296,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495436,ERR1738230
21241_7#297,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495437,ERR1738231
21241_7#298,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495438,ERR1738232
21241_7#30,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495170,ERR1737964
21241_7#300,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495440,ERR1738234
21241_7#302,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495442,ERR1738236
21241_7#303,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495443,ERR1738237
21241_7#304,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495444,ERR1738238
21241_7#305,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495445,ERR1738239
21241_7#306,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495446,ERR1738240
21241_7#309,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495449,ERR1738243
21241_7#310,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495450,ERR1738244
21241_7#311,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495451,ERR1738245
21241_7#312,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495452,ERR1738246
21241_7#314,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495454,ERR1738248
21241_7#323,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495463,ERR1738257
21241_7#326,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495466,ERR1738260
21241_7#327,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495467,ERR1738261
21241_7#328,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495468,ERR1738262
21241_7#329,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495469,ERR1738263
21241_7#330,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495470,ERR1738264
21241_7#331,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495471,ERR1738265
21241_7#332,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495472,ERR1738266
21241_7#333,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495473,ERR1738267
21241_7#334,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495474,ERR1738268
21241_7#335,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495475,ERR1738269
21241_7#34,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495174,ERR1737968
21241_7#349,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495489,ERR1738283
21241_7#351,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495491,ERR1738285
21241_7#352,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495492,ERR1738286
21241_7#355,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495495,ERR1738289
21241_7#357,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495497,ERR1738291
21241_7#358,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495498,ERR1738292
21241_7#360,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495500,ERR1738294
21241_7#37,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495177,ERR1737971
21241_7#374,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495514,ERR1738308
21241_7#375,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495515,ERR1738309
21241_7#377,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495517,ERR1738311
21241_7#378,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495518,ERR1738312
21241_7#380,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495520,ERR1738314
21241_7#42,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495182,ERR1737976
21241_7#43,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495183,ERR1737977
21241_7#46,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495186,ERR1737980
21241_7#47,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495187,ERR1737981
21241_7#52,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495192,ERR1737986
21241_7#53,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495193,ERR1737987
21241_7#54,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495194,ERR1737988
21241_7#55,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495195,ERR1737989
21241_7#56,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495196,ERR1737990
21241_7#57,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495197,ERR1737991
21241_7#58,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495198,ERR1737992
21241_7#59,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495199,ERR1737993
21241_7#6,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495146,ERR1737940
21241_7#62,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495202,ERR1737996
21241_7#66,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495206,ERR1738000
21241_7#67,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495207,ERR1738001
21241_7#68,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495208,ERR1738002
21241_7#70,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495210,ERR1738004
21241_7#71,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495211,ERR1738005
21241_7#73,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495213,ERR1738007
21241_7#77,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495217,ERR1738011
21241_7#79,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495219,ERR1738013
21241_7#81,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495221,ERR1738015
21241_7#83,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495223,ERR1738017
21241_7#84,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495224,ERR1738018
21241_7#86,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495226,ERR1738020
21241_7#87,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495227,ERR1738021
21241_7#89,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495229,ERR1738023
21241_7#9,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495149,ERR1737943
21241_7#90,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495230,ERR1738024
21241_7#91,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495231,ERR1738025
21241_7#93,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495233,ERR1738027
21241_7#95,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495235,ERR1738029
21965_8#106,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85527418,ERR1873872
21965_8#109,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85529668,ERR1873875
21965_8#11,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85456168,ERR1873777
21965_8#115,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85534168,ERR1873881
21965_8#117,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85535668,ERR1873883
21965_8#118,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85536418,ERR1873884
21965_8#129,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85544668,ERR1873895
21965_8#130,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85545418,ERR1873896
21965_8#131,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85546168,ERR1873897
21965_8#133,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85547668,ERR1873899
21965_8#136,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85549918,ERR1873902
21965_8#138,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85551418,ERR1873904
21965_8#139,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85552168,ERR1873905
21965_8#140,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85552918,ERR1873906
21965_8#143,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85555168,ERR1873909
21965_8#149,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85559668,ERR1873915
21965_8#158,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85566418,ERR1873924
21965_8#16,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85459918,ERR1873782
21965_8#162,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85569418,ERR1873928
21965_8#163,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85570168,ERR1873929
21965_8#165,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85571668,ERR1873931
21965_8#166,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85572418,ERR1873932
21965_8#17,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85460668,ERR1873783
21965_8#171,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85576168,ERR1873937
21965_8#175,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85579168,ERR1873941
21965_8#179,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85582168,ERR1873945
21965_8#18,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85461418,ERR1873784
21965_8#180,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85582918,ERR1873946
21965_8#182,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85584418,ERR1873948
21965_8#187,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85588168,ERR1873953
21965_8#188,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85588918,ERR1873954
21965_8#190,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85590418,ERR1873956
21965_8#191,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85591168,ERR1873957
21965_8#192,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85591918,ERR1873958
21965_8#20,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85462918,ERR1873786
21965_8#208,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85603918,ERR1873974
21965_8#212,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85606918,ERR1873978
21965_8#219,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85612168,ERR1873985
21965_8#223,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85615168,ERR1873989
21965_8#227,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85618168,ERR1873993
21965_8#228,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85618918,ERR1873994
21965_8#23,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85465168,ERR1873789
21965_8#230,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85620418,ERR1873996
21965_8#231,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85621168,ERR1873997
21965_8#232,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85621918,ERR1873998
21965_8#233,oikd_2,HPSI0414i-oikd_2,PRJEB14362,SAMEA85622668,ERR1873999
21965_8#238,iisa_1,HPSI0114i-iisa_1,PRJEB14362,SAMEA85626418,ERR1874004
21965_8#247,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85633168,ERR1874013
21965_8#248,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85633918,ERR1874014
21965_8#251,babz_3,HPSI1014i-babz_3,PRJEB14362,SAMEA85636168,ERR1874017
